snr_db,pe,ber,se,sinr_db,crlb_R,crlb_v,type
-9.0,0.003476407491803158,0.32589644524020644,0.09650567175954684,-8.668195553768088,2.989346524016271,52.13006633677929,sweep
-9.0,0.017497289307617916,0.3279365288442291,0.08903460435116539,-9.03999193476669,2.989346524016271,52.13006633677929,sweep
-9.0,0.024521499734408626,0.3293496402018823,0.08401030956205136,-9.306933015516774,2.989346524016271,52.13006633677929,sweep
-9.0,0.03488327674226305,0.33229815567804033,0.07393498016285477,-9.891146619139077,2.989346524016271,52.13006633677929,sweep
-9.0,0.002823722130308156,0.3323419286417392,0.07378963566698725,-9.900116032892246,2.989346524016271,52.13006633677929,sweep
-9.0,0.02667265450980213,0.3217562416264147,0.11243190470827588,-7.958119210712561,2.989346524016271,52.13006633677929,sweep
-9.0,0.005047217580039413,0.32739886521796635,0.09097886319691538,-8.940490736725145,2.989346524016271,52.13006633677929,sweep
-9.0,0.016962356719079558,0.3254437916263835,0.09819761301678014,-8.587760026063048,2.989346524016271,52.13006633677929,sweep
-9.0,0.07305634790522808,0.325337672890264,0.09859604637808857,-8.569007317544926,2.989346524016271,52.13006633677929,sweep
-9.0,0.03174846670328929,0.32298786146735536,0.10758960041312515,-8.163530548205816,2.989346524016271,52.13006633677929,sweep
-9.0,0.036043859540956784,0.33483590293047294,0.06571753066743283,-10.426754831339156,2.989346524016271,52.13006633677929,sweep
-9.0,0.06051653664851516,0.3253972935601578,0.09837211161253609,-8.579538302678527,2.989346524016271,52.13006633677929,sweep
-9.0,0.014579427748940468,0.326489730001967,0.09430679734313843,-8.774730349997807,2.989346524016271,52.13006633677929,sweep
-9.0,0.07370680350336978,0.3361347383071726,0.06167867276179727,-10.713958493442103,2.989346524016271,52.13006633677929,sweep
-9.0,0.0033071385272495433,0.3276262438006626,0.09015445682438539,-8.982434409789446,2.989346524016271,52.13006633677929,sweep
-9.0,0.02082584954277777,0.3235872319017306,0.1052647833159108,-8.265223664612408,2.989346524016271,52.13006633677929,sweep
-9.0,0.0010816220016594692,0.3296749250546911,0.0828715128953767,-9.369531001664374,2.989346524016271,52.13006633677929,sweep
-9.0,0.01904200293569016,0.3268647928946028,0.09292773927112262,-8.842741716108247,2.989346524016271,52.13006633677929,sweep
-9.0,0.009923815491193694,0.32040881151250483,0.1178284129699313,-7.738651272604674,2.989346524016271,52.13006633677929,sweep
-9.0,0.025136376549677063,0.3256828836844457,0.09730239309259325,-8.630155864028392,2.989346524016271,52.13006633677929,sweep
-9.0,0.012579049625225961,0.32905056185931403,0.08506324772082557,-9.24976439839307,2.989346524016271,52.13006633677929,sweep
-9.0,0.006237100400883862,0.3246230608512029,0.1012966319808613,-8.443739585286984,2.989346524016271,52.13006633677929,sweep
-9.0,0.027106997984641005,0.33348954249198764,0.07002397926453094,-10.138568579391789,2.989346524016271,52.13006633677929,sweep
-9.0,0.012942274980883168,0.32181173938928104,0.11221183696421239,-7.967274683292861,2.989346524016271,52.13006633677929,sweep
-9.0,0.006208899757043102,0.32595871946891286,0.09627386659212098,-8.679318456525083,2.989346524016271,52.13006633677929,sweep
-9.0,0.01294832085722761,0.3328774511888378,0.07202164091031414,-10.010589634441484,2.989346524016271,52.13006633677929,sweep
-9.0,0.04859531995979317,0.32832794640941526,0.08763044479201486,-9.113133994031156,2.989346524016271,52.13006633677929,sweep
